entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Zé_Doca	Municipalities_in_Maranhão	Zé Doca	Zé Doca é um município brasileiro do estado do Maranhão. Localiza-se na microrregião de Pindaré, mesorregião do Oeste Maranhense. O município foi criado em 1988. Sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 2014 era de 50 190 habitantes.	Zé Doca	Zé Doca is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Água_Azul_do_Norte	Municipalities_in_Pará	Água Azul do Norte	Água Azul do Norte é um município brasileiro do estado do Pará. Localiza-se a uma latitude 06º47'28 sul e a uma longitude 50º28'01 oeste. Sua população estimada em 2012 era de 25.506 habitantes.	Água Azul do Norte	Água Azul do Norte is a municipality in the state of Pará in the Northern region of Brazil. The municipality contains a small part of the Carajás National Forest, a 411,949 hectares (1,017,950 acres) sustainable use conservation unit created in 1998 that includes mining operations in a huge deposit of high-grade iron ore.	
Água_Boa,_Mato_Grosso	Municipalities_in_Mato_Grosso	Água Boa (Mato Grosso)	Água Boa é um município brasileiro do estado de Mato Grosso e sua população é de 32000 habitantes. Situado na porção média do Vale do Araguaia, Água Boa foi fundada em 9 de julho de 1975 por agricultores vindos do sul do país. O município foi emancipado em 26 de dezembro de 1979. Sua economia baseia-se na agropecuária e na prestação de serviços. Na economia é referência em comercialização de bovinos, e na agricultura destacam-se as culturas de soja e arroz. Na área industrial, dispõe de um frigorífico, uma indústria de palmito, pupunha e grande capacidade de beneficiamento de arroz.	Água Boa, Mato Grosso	Água Boa (Good Water) is a town of the Brazilian State of Mato Grosso. In August 2007 an important Italian wind orchestra has performed there: the Orchestra Fiati Giovanile Italiana e Coro I Music Piemonteis conducted by Ugo Bairo, and his choir, conducted by Carmelo Luca Sambataro. There he premiered his wind composition dedicated to the local government: The Mato Grosso March. It is served by Água Boa Airport.	
Água_Doce_do_Maranhão	Municipalities_in_Maranhão	Água Doce do Maranhão	Água Doce do Maranhão é um município brasileiro do estado do Maranhão. Sua população estimada em 2009 é de 12.460.	Água Doce do Maranhão	Água Doce do Maranhão is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Óbidos,_Pará	Municipalities_in_Pará	Óbidos (Pará)	Óbidos é um município brasileiro do estado do Pará, pertencente à Mesorregião do Baixo Amazonas. Localiza-se no norte brasileiro, a uma latitude 01º55'03 sul e longitude 55º31'05 oeste.	Óbidos, Pará	Óbidos is a municipality in Pará, Brazil located at the narrowest and swiftest part of the Amazon River. It's an old town founded in 1697, and located between Santarém and Oriximiná. The town is the seat of the Diocese of Óbidos. The town was named after Óbidos, Portugal.	
Acre_(state)	States_of_Brazil	Acre	Acre é uma das 27 unidades federativas do Brasil. Localiza-se no sudoeste da Região Norte e faz divisa com duas unidades federativas: Amazonas ao norte e Rondônia a leste; e faz fronteira com dois países: a Bolívia a sudeste e o Peru ao sul e a oeste. Sua área é de 164 123,040 km², que equivale aproximadamente ao Nepal. Essa área responde inferiormente a 2% de todo o país. De acordo com os geógrafos, se trata de um dos estados com menor densidade demográfica do Brasil e foi o mais recente que os brasileiros povoaram de maneira efetiva. Nele localiza-se a extremidade ocidental do Brasil. A cidade onde estão sediados os poderes executivo, legislativo e judiciário estaduais é a capital Rio Branco. Outros municípios com população superior a trinta mil habitantes são: Cruzeiro do Sul, Feijó, Se	Acre (state)	Acre (Brazilian Portuguese: [ˈakɾi]) is a state located in the northern region of Brazil. Located in the westernmost part of the country with a two hours time difference from Brasília, Acre is bordered clockwise by Amazonas to the north and northeast, Rondônia to the east, the Bolivian department of Pando to the southeast, and the Peruvian regions of Madre de Dios, Ucayali and Loreto to the south and west. It occupies an area of 152,581.4 km2, being slightly smaller than Tunisia.	
Amapá	States_of_Brazil	Amapá	O Amapá é uma das 27 unidades federativas do Brasil. Está situado a nordeste da Região Norte, no escudo das Guianas. O seu território é de 142 828,521 km², sendo delimitado pelo estado do Pará a oeste e sul, pela Guiana Francesa a norte, o Oceano Atlântico a leste e o Suriname a noroeste é um dos mais novos estados do país. Dos 14,3 milhões de hectares de área, 72% são destinados a unidades de conservação e terras indígenas (10,5 milhões de hectares), sendo o segundo estado brasileiro que mais possui áreas protegidas em seu território. São dezenove unidades de conservação que perfazem cerca de 9,29 milhões de hectares, tornando-o o único estado da federação a destinar um percentual tão significativo de suas terras para a preservação. O Amapá abriga o maior parque nacional do país (Montanha	Amapá	Amapá (Portuguese pronunciation: [ɐmɐˈpa]) is a state located in the northern region of Brazil. It is the second least populous state and the eighteenth largest by area. Located in the far northern part of the country, Amapá is bordered clockwise by French Guiana to the north, the Atlantic Ocean to the east, Pará to the south and west, and Suriname to the northwest. The capital and largest city is Macapá.	
Amazonas_(Brazilian_state)	States_of_Brazil	Amazonas	Amazonas é uma das 27 unidades federativas do Brasil, sendo a maior delas em território, com uma área de 1 559 159,148 km², constituindo-se na nona maior subdivisão mundial, sendo maior que as áreas da França, Espanha, Suécia e Grécia somadas. Seria o décimo sexto maior país do mundo em área territorial, pouco superior à Mongólia. É maior que a Região Nordeste com seus nove estados, e equivale a 2,25 vezes a área do estado norte-americano do Texas. A área média de seus 62 municípios é de 25 335 km², superior à área do estado brasileiro de Sergipe. O maior de seus municípios em extensão territorial é Barcelos, com 122 476 km² e o menor é Iranduba, com 2 215 km². Pertencente à Região Norte do Brasil, é a segunda unidade federativa mais populosa desta macrorregião, com seus 4 milhões de habit	Amazonas (Brazilian state)	Amazonas (Portuguese pronunciation: [ɐmɐˈzõnɐs]) is a state of Brazil, located in the northwestern corner of the country. It is the largest Brazilian State by area and the 9th largest country subdivision in the world, being greater than the areas of France, Spain, Sweden and Greece combined. It would be the sixteenth largest country in land area, slightly higher than Mongolia. It is larger than the northeast region of Brazil with its nine states, and is equivalent to 2.25 times the area of the US state of Texas.	
Maranhão	States_of_Brazil	Maranhão	Maranhão é uma das 27 unidades federativas do Brasil. Localiza-se no extremo oeste da Região Nordeste. Limita-se com três estados brasileiros: Piauí (leste), Tocantins (sul e sudoeste) e Pará (oeste), além do Oceano Atlântico (norte). Sua área é de 331 937,450 km², possuindo 217 municípios, sendo o segundo maior estado da Região Nordeste do Brasil e o oitavo maior estado do Brasil. Tem uma população de 6.904.241 habitantes. Em termos de produto interno bruto, é o quarto estado mais rico da Região Nordeste do Brasil e o 17º estado mais rico do Brasil. A capital e cidade mais populosa do Maranhão é São Luís. Outros municípios com população superior a cem mil habitantes são Imperatriz, São José de Ribamar, Timon, Caxias, Codó, Paço do Lumiar, Açailândia e Bacabal. Com redução de altitudes e r	Maranhão	Maranhão (Portuguese pronunciation: [mɐɾɐˈɲɐ̃w]) is a northeastern state of Brazil. To the north lies the Atlantic Ocean. Maranhão is neighboured by the (clockwise from east) states of Piauí, Tocantins and Pará. The people of Maranhão have a distinctive accent inside the common Northeastern Brazilian dialect. Maranhão is described in books such as The Land of the Palm Trees by Gonçalves Dias and Casa de Pensão by Aluísio Azevedo.	
Mato_Grosso	States_of_Brazil	Mato Grosso	Mato Grosso é uma das 27 unidades federativas do Brasil. Está localizado na região Centro-Oeste. Tem a porção norte de seu território ocupada pela Amazônia Legal, sendo o sul do estado pertencente ao Centro-Sul do Brasil. Tem como limites: Amazonas, Pará (Norte); Tocantins, Goiás (Leste); Mato Grosso do Sul (Sul); Rondônia e a Bolívia (Oeste), país vizinho. Ocupa uma área equivalente à da Venezuela e não muito menor do que a vizinha Bolívia. Mato Grosso está organizado em 22 microrregiões e 5 mesorregiões, dividindo-se em 141 municípios.	Mato Grosso	Mato Grosso (Portuguese pronunciation: [ˈmatu ˈɡɾosu] – lit. Thick Bushes) is one of the states of Brazil, the third largest by area, located in the western part of the country. Neighboring states are (from west clockwise) Rondônia, Amazonas, Pará, Tocantins, Goiás and Mato Grosso do Sul. It also borders Bolivia to the southwest. A state with a flat landscape, alternating great chapadas and plain areas, Mato Grosso presents three different ecosystems: Cerrado, Pantanal and the Amazon Rainforest. The vegetation of the open pasture covers 40% of the state, and the Chapada dos Guimarães National Park, with its caves, grottos, tracks and waterfalls, is one of its great tourist attractions. In the north is the Amazonian forest, with a biodiversity originally covering half of the state, curren	
Pará	States_of_Brazil	Pará	O Pará é uma das 27 unidades federativas do Brasil, sendo a segunda maior delas em território. Com uma área de 1 247 954,666 km², o Pará é pouco maior que Angola e é também a 13ª maior entidade subnacional do mundo. Se fosse um país, seria o 22º. do mundo em área. É maior que a área da Região Sudeste brasileira, com seus quatro estados, e um pouco menor que o estado norte-americano do Alasca. É dividido em 144 municípios, que possuem área média de 8 664,50 km². O maior deles é Altamira com 159 696 km², o quinto município mais extenso do mundo, e o menor é Marituba, com 103,279 km².	Pará	Pará (Portuguese pronunciation: [paˈɾa]) is a state in northern Brazil traversed by the lower Amazon River. It borders the Brazilian states of (clockwise from north) Amapá, Maranhão, Tocantins, Mato Grosso, Amazonas and Roraima. To the northwest it also borders Guyana and Suriname, and to the northeast it borders the Atlantic Ocean. The capital and largest city is Belém, located at the mouth of the Amazon at the Atlantic Ocean and the 11th most populous city in the country.	
Rondônia	States_of_Brazil	Rondônia	Rondônia é uma das 27 unidades federativas do Brasil. Está localizado na região Norte e tem como limites os estados do Mato Grosso a leste, Amazonas a norte, Acre a oeste e a República da Bolívia a oeste e sul. O estado possui 52 municípios e ocupa uma área de 237 590,547 km², equivalente ao território da Romênia e quase cinco vezes maior que a Croácia. Sua capital e município mais populoso é Porto Velho, banhada pelo rio Madeira. Além desta, há outras cidades importantes como Ji-Paraná, Ariquemes, Cacoal, Guajará-Mirim, Jaru, Rolim de Moura e Vilhena.	Rondônia	Rondônia (Portuguese pronunciation: [ʁõˈdõniɐ]) is a state in Brazil, located in the north-western part of the country. To the west is a short border with the state of Acre, to the north is the state of Amazonas, in the east is Mato Grosso, and in the south and southwest is Bolivia. Its capital is Porto Velho. The state was named after Cândido Rondon.	
Roraima	States_of_Brazil	Roraima	Roraima é uma das 27 unidades federativas do Brasil. Está situado na Região Norte do país, sendo o estado mais setentrional (ao norte) da federação. Tem por limites a Venezuela ao norte e noroeste, Guiana ao leste, Pará ao sudeste e Amazonas ao sul e oeste. Ocupa uma área aproximada de 224.300,506 mil km², pouco maior que a Bielorrússia, sendo o décimo quarto maior estado brasileiro. Em Boa Vista, única capital brasileira totalmente no Hemisfério Norte, encontra-se a sede do governo estadual, atualmente presidido por Suely Campos.	Roraima	Roraima (Pemon: roro imã, Parrot + Mount(s) i.e. Green Peak, Portuguese pronunciation: [ʁoˈɾajmɐ]) is the northernmost and least populated state of Brazil, located in the Amazon region. It borders the states of Amazonas and Pará, as well as the nations of Venezuela and Guyana. The population is approximately 450,000 (2010) and the capital is Boa Vista. Roraima is the Brazilian state with the fewest municipalities, 15 in total.	
